,Provincia,Partido,Localidad,Link_Indec,Velocidad,Conexiones
16587,Buenos Aires,San Vicente,San Vicente,6778020,100_Mbps,740.0
16589,Buenos Aires,Tigre,Benavídez,6805010,100_Mbps,3531.0
16590,Buenos Aires,Tigre,Dique Luján,6805010,100_Mbps,725.0
16591,Buenos Aires,Tigre,Don Torcuato Este,6805010,100_Mbps,5381.0
16592,Buenos Aires,Tigre,Don Torcuato Oeste,6805010,100_Mbps,2.0
16593,Buenos Aires,Tigre,El Talar,6805010,100_Mbps,3083.0
16594,Buenos Aires,Tigre,General Pacheco,6805010,100_Mbps,4209.0
16595,Buenos Aires,Tigre,Los Troncos Del Talar,6805010,100_Mbps,2422.0
16596,Buenos Aires,Tigre,Nordelta,6805010,100_Mbps,2531.0
16597,Buenos Aires,Tigre,Ricardo Rojas,6805010,100_Mbps,1508.0
16598,Buenos Aires,Tigre,Rincón De Milberg,6805010,100_Mbps,3044.0
16599,Buenos Aires,Tigre,Tigre,6805010,100_Mbps,5327.0
16600,Buenos Aires,Tornquist,Sierra De La Ventana,6819030,100_Mbps,1.0
16601,Buenos Aires,Trenque Lauquen,Trenque Lauquen,6826050,100_Mbps,836.0
16602,Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,100_Mbps,6739.0
16603,Buenos Aires,Tres De Febrero,11 De Septiembre,6840010,100_Mbps,224.0
16604,Buenos Aires,Tres De Febrero,Caseros,6840010,100_Mbps,9372.0
16605,Buenos Aires,Tres De Febrero,Churruca,6840010,100_Mbps,3.0
16606,Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas Del Palomar,6840010,100_Mbps,2009.0
16607,Buenos Aires,Tres De Febrero,Ciudadela,6840010,100_Mbps,3986.0
16608,Buenos Aires,Tres De Febrero,El Libertador,6840010,100_Mbps,11.0
16609,Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010,100_Mbps,773.0
16610,Buenos Aires,Tres De Febrero,Loma Hermosa,6840010,100_Mbps,1584.0
16611,Buenos Aires,Tres De Febrero,Martín Coronado,6840010,100_Mbps,2134.0
16612,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,100_Mbps,854.0
16613,Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010,100_Mbps,3097.0
16614,Buenos Aires,Tres De Febrero,Saenz Peña,6840010,100_Mbps,1888.0
16615,Buenos Aires,Tres De Febrero,Santos Lugares,6840010,100_Mbps,2339.0
16616,Buenos Aires,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,100_Mbps,3040.0
16617,Buenos Aires,Tres De Febrero,Villa Raffo,6840010,100_Mbps,768.0
16618,Buenos Aires,Tres Lomas,Tres Lomas,6847020,100_Mbps,4.0
16619,Buenos Aires,Vicente López,Carapachay,6861010,100_Mbps,2471.0
16620,Buenos Aires,Vicente López,Florida,6861010,100_Mbps,6440.0
16621,Buenos Aires,Vicente López,Florida Oeste,6861010,100_Mbps,2761.0
16622,Buenos Aires,Vicente López,La Lucila,6861010,100_Mbps,1673.0
16623,Buenos Aires,Vicente López,Munro,6861010,100_Mbps,4212.0
16624,Buenos Aires,Vicente López,Olivos,6861010,100_Mbps,9947.0
16625,Buenos Aires,Vicente López,Vicente López,6861010,100_Mbps,4137.0
16626,Buenos Aires,Vicente López,Villa Adelina,6861010,100_Mbps,359.0
16627,Buenos Aires,Vicente López,Villa Martelli,6861010,100_Mbps,2775.0
16628,Buenos Aires,Villa Gesell,Villa Gesell,6868020,100_Mbps,829.0
16629,Buenos Aires,Villarino,Mayor Buratovich,6875050,100_Mbps,4.0
16630,Buenos Aires,Zárate,Zárate,6882050,100_Mbps,7726.0
16632,Catamarca,Capital,El Pantanillo,10049020,100_Mbps,2.0
16633,Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,100_Mbps,16008.0
16634,Catamarca,Fray Mamerto Esquiú,El Hueco,10063050,100_Mbps,6.0
16635,Catamarca,Fray Mamerto Esquiú,San Antonio,10063050,100_Mbps,2.0
16636,Catamarca,La Paz,Recreo,10070140,100_Mbps,736.0
16637,Catamarca,Valle Viejo,El Bañado,10112030,100_Mbps,1.0
16638,Catamarca,Valle Viejo,Polcos,10112030,100_Mbps,47.0
16639,Catamarca,Valle Viejo,Pozo Del Mistol,10112030,100_Mbps,2.0
16640,Catamarca,Valle Viejo,San Isidro,10112040,100_Mbps,713.0
16641,Catamarca,Valle Viejo,Santa Rosa,10112030,100_Mbps,175.0
16642,Catamarca,Valle Viejo,Villa Dolores,10112030,100_Mbps,24.0
16643,Chaco,Chacabuco,Charata,22028010,100_Mbps,472.0
16644,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,100_Mbps,3028.0
16645,Chaco,Independencia,Campo Largo,22070020,100_Mbps,450.0
16646,Chaco,Libertador General San Martín,General José De San Martín,22084020,100_Mbps,1207.0
16647,Chaco,Mayor Luis J. Fontana,Villa Angela,22098030,100_Mbps,1801.0
16648,Chaco,San Fernando,Barranqueras,22140010,100_Mbps,1900.0
16650,Chubut,Biedma,Puerto Madryn,26007020,100_Mbps,411.0
16651,Chubut,Escalante,Comodoro Rivadavia,26021030,100_Mbps,659.0
16652,Chubut,Gaiman,Dolavon,26042020,100_Mbps,3.0
16653,Chubut,Gaiman,Gaiman,26042030,100_Mbps,5.0
16654,Chubut,Rawson,Trelew,26077040,100_Mbps,176.0
16655,Chubut,Telsen,Telsen,26105020,100_Mbps,1.0
16656,Cordoba,Calamuchita,Santa Rosa De Calamuchita,14007210,100_Mbps,10.0
16658,Cordoba,Colón,Colonia Caroya,14021050,100_Mbps,1157.0
16659,Cordoba,Colón,Jesús María,14021140,100_Mbps,2883.0
16660,Cordoba,Colón,La Calera,14021150,100_Mbps,3980.0
16661,Cordoba,Colón,Mendiolaza,14021200,100_Mbps,1225.0
16662,Cordoba,Colón,Río Ceballos,14021230,100_Mbps,3558.0
16663,Cordoba,Colón,Saldán,14021240,100_Mbps,854.0
16664,Cordoba,Colón,Salsipuedes,14021250,100_Mbps,477.0
16665,Cordoba,Colón,Unquillo,14021280,100_Mbps,461.0
16666,Cordoba,Colón,Villa Allende,14021290,100_Mbps,3573.0
16667,Cordoba,Cruz Del Eje,Cruz Del Eje,14028050,100_Mbps,1.0
16668,Cordoba,General San Martín,Villa María,14042170,100_Mbps,10337.0
16669,Cordoba,General San Martín,Villa Nueva,14042180,100_Mbps,1591.0
16670,Cordoba,Ischilín,Deán Funes,14049050,100_Mbps,1246.0
16671,Cordoba,Ischilín,Quilino,14049100,100_Mbps,65.0
16672,Cordoba,Ischilín,Villa Quilino,14049130,100_Mbps,30.0
16673,Cordoba,Juárez Celman,General Deheza,14056080,100_Mbps,14.0
16674,Cordoba,Marcos Juárez,Corral De Bustos,14063090,100_Mbps,14.0
16675,Cordoba,Marcos Juárez,General Roca,14063120,100_Mbps,5.0
16676,Cordoba,Marcos Juárez,Isla Verde,14063150,100_Mbps,11.0
16677,Cordoba,Marcos Juárez,Leones,14063160,100_Mbps,1810.0
16678,Cordoba,Marcos Juárez,Marcos Juárez,14063180,100_Mbps,4479.0
16679,Cordoba,Presidente Roque Sáenz Peña,General Levalle,14084010,100_Mbps,39.0
16680,Cordoba,Presidente Roque Sáenz Peña,La Cesira,14084020,100_Mbps,1.0
16681,Cordoba,Presidente Roque Sáenz Peña,Laboulaye,14084030,100_Mbps,4110.0
16682,Cordoba,Punilla,Cosquín,14091070,100_Mbps,3135.0
16683,Cordoba,Punilla,Huerta Grande,14091100,100_Mbps,951.0
16684,Cordoba,Punilla,La Falda,14091120,100_Mbps,3181.0
16685,Cordoba,Punilla,Mayu Sumaj,14091160,100_Mbps,67.0
16686,Cordoba,Punilla,San Antonio De Arredondo,14091180,100_Mbps,753.0
16687,Cordoba,Punilla,Valle Hermoso,14091240,100_Mbps,1150.0
16688,Cordoba,Punilla,Villa Carlos Paz,14091250,100_Mbps,11363.0
16689,Cordoba,Punilla,Villa Giardino,14091270,100_Mbps,11.0
16690,Cordoba,Río Cuarto,Adelia María,14098020,100_Mbps,23.0
16691,Cordoba,Río Cuarto,Chaján,14098070,100_Mbps,78.0
16692,Cordoba,Río Cuarto,Elena,14098110,100_Mbps,1.0
16693,Cordoba,Río Cuarto,Las Higueras,14098170,100_Mbps,357.0
16695,Cordoba,Río Segundo,Calchín,14119010,100_Mbps,1.0
16696,Cordoba,Río Segundo,Capilla Del Carmen,14119030,100_Mbps,3.0
16697,Cordoba,Río Segundo,Carrilobo,14119040,100_Mbps,12.0
16698,Cordoba,Río Segundo,Las Junturas,14119100,100_Mbps,569.0
16699,Cordoba,Río Segundo,Luque,14119120,100_Mbps,1239.0
16700,Cordoba,Río Segundo,Villa Del Rosario,14119210,100_Mbps,80.0
16701,Cordoba,San Javier,Villa Dolores,14133200,100_Mbps,2321.0
16702,Cordoba,San Justo,Arroyito,14140030,100_Mbps,1196.0
16703,Cordoba,San Justo,Brinkmann,14140050,100_Mbps,551.0
16704,Cordoba,San Justo,Colonia Marina,14140090,100_Mbps,1.0
16705,Cordoba,San Justo,Colonia Vignaud,14140150,100_Mbps,52.0
16706,Cordoba,San Justo,El Fuertecito,14140190,100_Mbps,1.0
16707,Cordoba,San Justo,Miramar,14140290,100_Mbps,59.0
16708,Cordoba,San Justo,Morteros,14140300,100_Mbps,839.0
16709,Cordoba,San Justo,Porteña,14140330,100_Mbps,180.0
16710,Cordoba,San Justo,San Francisco,14140360,100_Mbps,8417.0
16711,Cordoba,San Justo,Transito,Sin Datos,100_Mbps,24.0
16712,Cordoba,Santa María,Alta Gracia,14147010,100_Mbps,5627.0
16713,Cordoba,Santa María,Despeñaderos,14147080,100_Mbps,1.0
16714,Cordoba,Tercero Arriba,Almafuerte,14161010,100_Mbps,46.0
16715,Cordoba,Tercero Arriba,Oliva,14161110,100_Mbps,1.0
16716,Cordoba,Tercero Arriba,Río Tercero,14161150,100_Mbps,5743.0
16717,Cordoba,Totoral,Sinsacate,14168110,100_Mbps,195.0
16718,Cordoba,Totoral,Villa Del Totoral,14168120,100_Mbps,62.0
16719,Cordoba,Unión,Bell Ville,14182060,100_Mbps,6207.0
16720,Cordoba,Unión,Justiniano Posse,14182140,100_Mbps,25.0
16722,Corrientes,Concepción,Concepción,18028010,100_Mbps,2.0
16723,Corrientes,Concepción,Santa Rosa,18028020,100_Mbps,2.0
16724,Corrientes,General Paz,Nuestra Señora Del Rosario De Caá Catí,18063030,100_Mbps,2.0
16725,Corrientes,Goya,Goya,18070020,100_Mbps,3846.0
16726,Corrientes,Ituzaingó,Ituzaingó,18084020,100_Mbps,2.0
16727,Corrientes,Ituzaingó,Villa Olivari,18084050,100_Mbps,1.0
16728,Corrientes,Monte Caseros,Monte Caseros,18112050,100_Mbps,2.0
16729,Corrientes,San Cosme,Paso De La Patria,18133020,100_Mbps,1.0
16730,Corrientes,San Miguel,San Miguel,18154020,100_Mbps,3.0
16731,Corrientes,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,100_Mbps,3.0
16732,Entre Rios,Colón,Colón,30008020,100_Mbps,2583.0
16733,Entre Rios,Concordia,Concordia,30015060,100_Mbps,2333.0
16734,Entre Rios,Diamante,General Ramírez,30021120,100_Mbps,9.0
16735,Entre Rios,Gualeguay,Gualeguay,30049040,100_Mbps,1363.0
16736,Entre Rios,Gualeguaychú,Gualeguaychú,30056070,100_Mbps,9827.0
16737,Entre Rios,Gualeguaychú,Pueblo General Belgrano,30056100,100_Mbps,613.0
16738,Entre Rios,Nogoyá,Aranguren,30077010,100_Mbps,1.0
16739,Entre Rios,Paraná,Crespo,30084070,100_Mbps,1345.0
16741,Entre Rios,Paraná,San Benito,30084200,100_Mbps,532.0
16742,Entre Rios,Paraná,Seguí,30084230,100_Mbps,1.0
16743,Entre Rios,Uruguay,Concepción Del Uruguay,30098040,100_Mbps,5765.0
16744,Entre Rios,Victoria,Victoria,30105060,100_Mbps,5864.0
16745,Formosa,Formosa,Formosa,34014020,100_Mbps,11481.0
16746,Formosa,Pilcomayo,Clorinda,34049010,100_Mbps,10.0
16747,Formosa,Ramón Lista,General Mosconi,34063020,100_Mbps,1.0
16748,Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,100_Mbps,2.0
16749,Jujuy,Doctor Manuel Belgrano,San Salvador De Jujuy (Est. Jujuy),38021060,100_Mbps,9392.0
16750,Jujuy,Tumbaya,Tumbaya,38098040,100_Mbps,1.0
16751,La Pampa,Atreucó,Macachín,42007020,100_Mbps,2.0
16752,La Pampa,Capital,Anguil,42021010,100_Mbps,163.0
16753,La Pampa,Capital,Santa Rosa,42021020,100_Mbps,5089.0
16754,La Pampa,Catriló,Catriló,42028010,100_Mbps,23.0
16755,La Pampa,Rancul,Parera,42126040,100_Mbps,1.0
16756,La Pampa,Realicó,Adolfo Van Praet,42133010,100_Mbps,1.0
16757,La Pampa,Realicó,Realicó,42133080,100_Mbps,30.0
16758,La Pampa,Toay,Toay,42140020,100_Mbps,554.0
16759,La Rioja,Capital,La Rioja,46014010,100_Mbps,9612.0
16760,La Rioja,Chilecito,Chilecito,46042010,100_Mbps,1862.0
16761,Mendoza,Capital,Mendoza,50007010,100_Mbps,9100.0
16762,Mendoza,General Alvear,General Alvear,50014030,100_Mbps,395.0
16763,Mendoza,Godoy Cruz,Gobernador Benegas,50021010,100_Mbps,178.0
16764,Mendoza,Godoy Cruz,Godoy Cruz,50021010,100_Mbps,8447.0
16765,Mendoza,Godoy Cruz,Las Tortugas,50021010,100_Mbps,291.0
16766,Mendoza,Godoy Cruz,San Francisco Del Monte,50021010,100_Mbps,83.0
16767,Mendoza,Godoy Cruz,Villa Hipodromo,50021010,100_Mbps,2.0
16768,Mendoza,Guaymallén,Bermejo,50028030,100_Mbps,1.0
16769,Mendoza,Guaymallén,Colonia Segovia,50028010,100_Mbps,45.0
16770,Mendoza,Guaymallén,Guaymallén,50028020,100_Mbps,8043.0
16771,Mendoza,Guaymallén,San Francisco Del Monte,50028050,100_Mbps,3.0
16772,Mendoza,Las Heras,Las Heras,50049050,100_Mbps,289.0
16773,Mendoza,Luján De Cuyo,La Puntilla,50063060,100_Mbps,2.0
16774,Mendoza,Luján De Cuyo,Luján De Cuyo,50063090,100_Mbps,33.0
16775,Mendoza,Luján De Cuyo,Mayor Drummond,50063060,100_Mbps,2.0
16776,Mendoza,Luján De Cuyo,Vistalba,50063060,100_Mbps,1.0
16777,Mendoza,Maipú,Luzuriaga,50070090,100_Mbps,5.0
16778,Mendoza,Maipú,Maipú,50070060,100_Mbps,592.0
16779,Mendoza,San Rafael,Cuadro Benegas,50105060,100_Mbps,829.0
16780,Mendoza,Santa Rosa,Barrio 12 De Octubre,50112010,100_Mbps,1.0
16781,Mendoza,Tupungato,San José,50126050,100_Mbps,1.0
16782,Misiones,Capital,Garupá,54028010,100_Mbps,5506.0
16784,Misiones,Iguazú,Puerto Iguazú,54063030,100_Mbps,1456.0
16785,Misiones,Oberá,Oberá,54091080,100_Mbps,34.0
16786,Misiones,San Ignacio,Jardín América,54098080,100_Mbps,1590.0
16787,Neuquen,Añelo,San Patricio Del Chañar,58014020,100_Mbps,423.0
16788,Neuquen,Confluencia,Arroyito,58035010,100_Mbps,1.0
16789,Neuquen,Confluencia,Centenario,58035030,100_Mbps,1172.0
16791,Neuquen,Confluencia,Plottier,58035100,100_Mbps,1683.0
16792,Neuquen,Huiliches,Junín De Los Andes,58049010,100_Mbps,2.0
16793,Neuquen,Lácar,San Martín De Los Andes,58056010,100_Mbps,1.0
16794,Neuquen,Los Lagos,Villa La Angostura,58070010,100_Mbps,2.0
16795,Neuquen,Zapala,Zapala,58112040,100_Mbps,1.0
16796,Rio Negro,Avellaneda,Lamarque,62014070,100_Mbps,1.0
16797,Rio Negro,Avellaneda,Luis Beltrán,62014080,100_Mbps,1.0
16798,Rio Negro,Bariloche,El Bolsón,62021030,100_Mbps,115.0
16799,Rio Negro,Bariloche,Rio Villegas,62021050,100_Mbps,76.0
16800,Rio Negro,Bariloche,San Carlos De Bariloche,62021060,100_Mbps,23.0
16801,Rio Negro,General Roca,Catriel,62042360,100_Mbps,419.0
16802,Rio Negro,General Roca,Cinco Saltos,62042390,100_Mbps,2827.0
16803,Rio Negro,General Roca,Cipolletti,62042400,100_Mbps,9340.0
16804,Rio Negro,General Roca,General Roca,62042450,100_Mbps,9573.0
16805,Rio Negro,San Antonio,San Antonio Oeste,62077050,100_Mbps,10.0
16806,Salta,Anta,Joaquín V. González,66007090,100_Mbps,2.0
16808,Salta,Capital,Villa San Lorenzo,66028060,100_Mbps,1128.0
16809,Salta,Cerrillos,Cerrillos,66035010,100_Mbps,1770.0
16810,Salta,Cerrillos,San Agustín,66035030,100_Mbps,1.0
16811,Salta,Grl. José De San Martín,Tartagal,66056220,100_Mbps,1341.0
16812,Salta,Metán,Metán Viejo,66112050,100_Mbps,1.0
16813,Salta,Metán,San José De Metán,66112040,100_Mbps,1047.0
16814,Salta,Orán,El Tabacal,66126030,100_Mbps,55.0
16815,Salta,Orán,San Ramón De La Nueva Orán,66126070,100_Mbps,1833.0
16816,Salta,Rosario De La Frontera,El Potrero,66140040,100_Mbps,1.0
16817,Salta,Rosario De La Frontera,Rosario De La Frontera,66140050,100_Mbps,3.0
16818,Salta,Rosario De Lerma,Campo Quijano,66147010,100_Mbps,1.0
16819,San Juan,Capital,San Juan,70028010,100_Mbps,2051.0
16820,San Juan,Chimbas,Chimbas,70042010,100_Mbps,535.0
16821,San Juan,Rawson,Rawson,70077010,100_Mbps,278.0
16822,San Juan,Rivadavia,Rivadavia,70084010,100_Mbps,97.0
16823,San Juan,Santa Lucía,Santa Lucía,70098010,100_Mbps,293.0
16824,San Luis,General Pedernera,Villa Mercedes,74035070,100_Mbps,1835.0
16825,San Luis,La Capital,Juana Koslay,74056100,100_Mbps,9.0
16826,San Luis,La Capital,La Punta,74056105,100_Mbps,99.0
16827,San Luis,La Capital,San Luis,74056150,100_Mbps,40.0
16828,Santa Cruz,Deseado,Caleta Olivia,78014010,100_Mbps,670.0
16829,Santa Cruz,Deseado,Las Heras,78014060,100_Mbps,46.0
16830,Santa Cruz,Güer Aike,Río Gallegos,78021040,100_Mbps,408.0
16831,Santa Cruz,Lago Argentino,El Calafate,78028010,100_Mbps,262.0
16832,Santa Fe,Belgrano,Armstrong,82007010,100_Mbps,1.0
16833,Santa Fe,Belgrano,Las Parejas,82007030,100_Mbps,246.0
16834,Santa Fe,Belgrano,Las Rosas,82007040,100_Mbps,43.0
16835,Santa Fe,Caseros,Casilda,82014050,100_Mbps,2508.0
16836,Santa Fe,Caseros,Los Quirquinchos,82014110,100_Mbps,3.0
16837,Santa Fe,Castellanos,Bella Italia,82021070,100_Mbps,2.0
16838,Santa Fe,Castellanos,Lehmann,82021240,100_Mbps,4.0
16839,Santa Fe,Castellanos,Presidente Roca,82021290,100_Mbps,1.0
16840,Santa Fe,Castellanos,Rafaela,82021310,100_Mbps,9188.0
16841,Santa Fe,Castellanos,Sunchales,82021360,100_Mbps,2643.0
16842,Santa Fe,Castellanos,Susana,82021370,100_Mbps,302.0
16843,Santa Fe,Constitución,Pavón Arriba,82028160,100_Mbps,1.0
16844,Santa Fe,Constitución,Santa Teresa,82028190,100_Mbps,4.0
16845,Santa Fe,Constitución,Villa Constitución,82028230,100_Mbps,3653.0
16846,Santa Fe,General López,Firmat,82042120,100_Mbps,1449.0
16847,Santa Fe,General López,Hughes,82042130,100_Mbps,22.0
16848,Santa Fe,General López,Rufino,82042220,100_Mbps,955.0
16849,Santa Fe,General López,Santa Isabel,82042270,100_Mbps,260.0
16850,Santa Fe,General López,Venado Tuerto,82042290,100_Mbps,6482.0
16851,Santa Fe,General López,Wheelwright,82042310,100_Mbps,51.0
16852,Santa Fe,General Obligado,Avellaneda (Est. Ewald),82049020,100_Mbps,987.0
16853,Santa Fe,General Obligado,Reconquista,82049180,100_Mbps,3378.0
16854,Santa Fe,Iriondo,Cañada De Gómez,82056030,100_Mbps,5263.0
16855,Santa Fe,La Capital,Recreo,82063140,100_Mbps,736.0
16856,Santa Fe,La Capital,San José Del Rincón,82063160,100_Mbps,24.0
16858,Santa Fe,La Capital,Santo Tomé,82063180,100_Mbps,851.0
16859,Santa Fe,Las Colonias,Esperanza,82070050,100_Mbps,5052.0
16860,Santa Fe,Las Colonias,Franck,82070070,100_Mbps,1385.0
16861,Santa Fe,Las Colonias,Humboldt,82070100,100_Mbps,1.0
16862,Santa Fe,Las Colonias,Pilar,82070170,100_Mbps,10.0
16863,Santa Fe,Las Colonias,San Carlos Centro,82070230,100_Mbps,2741.0
16864,Santa Fe,Las Colonias,San Carlos Norte,82070240,100_Mbps,124.0
16865,Santa Fe,Las Colonias,San Carlos Sud,82070250,100_Mbps,477.0
16866,Santa Fe,Rosario,Alvear,82084040,100_Mbps,1459.0
16867,Santa Fe,Rosario,Arroyo Seco,82084070,100_Mbps,3375.0
16868,Santa Fe,Rosario,Cuatro Esquinas,82084110,100_Mbps,1.0
16869,Santa Fe,Rosario,El Caramelo,82084120,100_Mbps,1.0
16870,Santa Fe,Rosario,Funes,82084140,100_Mbps,4817.0
16871,Santa Fe,Rosario,General Lagos,82084150,100_Mbps,1.0
16872,Santa Fe,Rosario,Granadero Baigorria,82084160,100_Mbps,1804.0
16873,Santa Fe,Rosario,Piñero (Est. Erasto),82084220,100_Mbps,1.0
16874,Santa Fe,Rosario,Pueblo Esther,82084230,100_Mbps,22.0
16875,Santa Fe,Rosario,Pueblo Uranga,82084250,100_Mbps,3.0
16877,Santa Fe,San Cristóbal,Moisés Ville,82091180,100_Mbps,1.0
16878,Santa Fe,San Cristóbal,San Guillermo,82091230,100_Mbps,45.0
16879,Santa Fe,San Jerónimo,Coronda,82105090,100_Mbps,2703.0
16880,Santa Fe,San Jerónimo,Gálvez,82105130,100_Mbps,30.0
16881,Santa Fe,San Jerónimo,San Genaro,82105240,100_Mbps,1.0
16882,Santa Fe,San Justo,San Justo,82112130,100_Mbps,2720.0
16883,Santa Fe,San Justo,Videla,82112170,100_Mbps,1.0
16884,Santa Fe,San Lorenzo,Capitán Bermúdez,82119020,100_Mbps,651.0
16885,Santa Fe,San Lorenzo,Fray Luis Beltrán,82119050,100_Mbps,61.0
16886,Santa Fe,San Lorenzo,Puerto General San Martín,82119080,100_Mbps,1.0
16887,Santa Fe,San Lorenzo,Roldán,82119110,100_Mbps,1184.0
16888,Santa Fe,San Lorenzo,San Lorenzo,82119130,100_Mbps,2778.0
16889,Santa Fe,San Martín,San Jorge,82126140,100_Mbps,1.0
16890,Santa Fe,San Martín,Sastre,82126160,100_Mbps,45.0
16891,Santiago Del Estero,Alberdi,Campo Gallo,86014010,100_Mbps,1.0
16892,Santiago Del Estero,Atamisqui,Villa Atamisqui,86021030,100_Mbps,1.0
16893,Santiago Del Estero,Avellaneda,Colonia Dora,86028010,100_Mbps,1.0
16894,Santiago Del Estero,Banda,Clodomira,86035060,100_Mbps,1.0
16895,Santiago Del Estero,Banda,La Banda,86035090,100_Mbps,764.0
16896,Santiago Del Estero,Capital,Santiago Del Estero,86049110,100_Mbps,6306.0
16897,Santiago Del Estero,Choya,Frías,86063040,100_Mbps,1659.0
16898,Santiago Del Estero,General Taboada,Añatuya,86077010,100_Mbps,1475.0
16899,Santiago Del Estero,Loreto,Villa San Martín (Est. Loreto),86105010,100_Mbps,1.0
16900,Santiago Del Estero,Moreno,Quimilí,86119100,100_Mbps,2.0
16901,Santiago Del Estero,Moreno,Tintina,86119120,100_Mbps,1.0
16902,Santiago Del Estero,Ojo De Agua,Villa Ojo De Agua,86126030,100_Mbps,1.0
16903,Santiago Del Estero,Río Hondo,Termas De Río Hondo,86147130,100_Mbps,5.0
16904,Santiago Del Estero,Rivadavia,Selva,86154030,100_Mbps,5.0
16905,Santiago Del Estero,Robles,Beltrán,86161010,100_Mbps,1.0
16906,Santiago Del Estero,Robles,Fernández,86161030,100_Mbps,1.0
16907,Santiago Del Estero,Robles,Ingeniero Forres (Est. Chaguar Punco),86161040,100_Mbps,2.0
16908,Santiago Del Estero,Salavina,Los Telares,86168020,100_Mbps,2.0
16909,Tierra Del Fuego,Río Grande,Río Grande,94007010,100_Mbps,182.0
16910,Tierra Del Fuego,Ushuaia,Ushuaia,94014020,100_Mbps,233.0
16912,Tucuman,Chicligasta,Concepción,90021050,100_Mbps,3045.0
16913,Tucuman,Cruz Alta,Alderetes,90014010,100_Mbps,1491.0
16914,Tucuman,Cruz Alta,Banda Del Río Salí,90014020,100_Mbps,1462.0
16915,Tucuman,Famaillá,Famaillá,90028030,100_Mbps,32.0
16916,Tucuman,Lules,El Manantial,90063020,100_Mbps,750.0
16917,Tucuman,Lules,Ingenio San Pablo,90063030,100_Mbps,65.0
16918,Tucuman,Lules,Lules,90063050,100_Mbps,1584.0
16919,Tucuman,Tafí Viejo,Diagonal Norte - Luz Y Fuerza - Los Pocitos - Villa Nueva Italia (6),90105060,100_Mbps,272.0
16920,Tucuman,Tafí Viejo,Tafí Viejo,90105080,100_Mbps,4876.0
16921,Tucuman,Tafí Viejo,Villa Mariano Moreno - El Colmenar,90105100,100_Mbps,4370.0
16922,Tucuman,Yerba Buena,Yerba Buena - Marcos Paz,90119030,100_Mbps,5665.0
16923,Cordoba,San Justo,Freyre,14140220,"100,1_Mbps",1.0
16924,Cordoba,San Justo,Freyre,14140220,"100,25_Mbps",16.0
16925,Buenos Aires,Ezeiza,José Maria Ezeiza,6270010,105_Mbps,10.0
16926,Buenos Aires,Merlo,Pontevedra,6539010,105_Mbps,4.0
16927,Caba,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,2000010,110_Mbps,1.0
16928,Buenos Aires,Campana,Campana,6126030,120_Mbps,126.0
16929,Buenos Aires,General Lavalle,Pavón,6336030,120_Mbps,29.0
16930,Buenos Aires,La Costa,Lucila Del Mar,6420030,120_Mbps,32.0
16931,Buenos Aires,La Costa,Mar De Ajó - San Bernardo,6420020,120_Mbps,246.0
16932,Buenos Aires,La Plata,La Plata,6441030,120_Mbps,1.0
16933,Buenos Aires,San Pedro,San Pedro,6770050,120_Mbps,62.0
16934,Caba,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,2000010,120_Mbps,30.0
16935,Chaco,Libertador General San Martín,General José De San Martín,22084020,120_Mbps,21.0
16936,Chaco,San Fernando,Resistencia,22140060,120_Mbps,629.0
16937,Cordoba,Colón,Mendiolaza,14021200,120_Mbps,333.0
16938,Cordoba,Colón,Unquillo,14021280,120_Mbps,317.0
16939,Cordoba,Colón,Villa Allende,14021290,120_Mbps,241.0
16940,Corrientes,Capital,Corrientes,18021020,120_Mbps,1658.0
16941,Corrientes,Goya,Goya,18070020,120_Mbps,47.0
16942,Entre Rios,Paraná,Crespo,30084070,120_Mbps,407.0
16943,Entre Rios,Paraná,Paraná,30084160,120_Mbps,373.0
16944,La Pampa,Maracó,General Pico,42105030,120_Mbps,1290.0
16945,Mendoza,Capital,Mendoza,50007010,120_Mbps,1.0
16946,Misiones,Capital,Posadas,54028030,120_Mbps,502.0
16947,Rio Negro,9 De Julio,Sierra Colorada,62049050,120_Mbps,7.0
16948,Rio Negro,General Roca,Cinco Saltos,62042390,120_Mbps,67.0
16949,Rio Negro,General Roca,Cipolletti,62042400,120_Mbps,90.0
16950,Rio Negro,General Roca,General Fernández Oro,62042440,120_Mbps,69.0
16951,Salta,Metán,El Galpón,66112010,120_Mbps,35.0
16952,Santa Fe,General López,Venado Tuerto,82042290,120_Mbps,358.0
16953,Santa Fe,La Capital,Santa Fe,82063170,120_Mbps,804.0
16954,Santa Fe,Rosario,Granadero Baigorria,82084160,120_Mbps,2.0
16955,Santa Fe,San Jerónimo,Coronda,82105090,120_Mbps,42.0
